post_code,kanji_state,kanji_city,kanji_district,kanji_chome,part
0612302,北海道,札幌市,南区,定山渓温泉東,3
0612301,北海道,札幌市,南区,定山渓,3
0612286,北海道,札幌市,南区,藤野6条,3
0612285,北海道,札幌市,南区,藤野5条,3
0612284,北海道,札幌市,南区,藤野4条,3
0612283,北海道,札幌市,南区,藤野3条,3
0612282,北海道,札幌市,南区,藤野2条,3
0612281,北海道,札幌市,南区,藤野1条,3
0612276,北海道,札幌市,南区,白川,3
0612275,北海道,札幌市,南区,砥山,3
0612274,北海道,札幌市,南区,小金湯,3
0612273,北海道,札幌市,南区,豊滝,3
0612272,北海道,札幌市,南区,簾舞（その他）,3
0612271,北海道,札幌市,南区,藤野（その他）,3
0612266,北海道,札幌市,南区,簾舞6条,3
0612265,北海道,札幌市,南区,簾舞5条,3
0612264,北海道,札幌市,南区,簾舞4条,3
0612263,北海道,札幌市,南区,簾舞3条,3
0612262,北海道,札幌市,南区,簾舞2条,3
0612261,北海道,札幌市,南区,簾舞1条,3
0050865,北海道,札幌市,南区,常盤（１〜１３１番地）,2
0050864,北海道,札幌市,南区,芸術の森,2
0050863,北海道,札幌市,南区,常盤（その他）,2
0050862,北海道,札幌市,南区,滝野,2
0050861,北海道,札幌市,南区,真駒内（その他）,2
0050856,北海道,札幌市,南区,常盤6条,2
0050855,北海道,札幌市,南区,常盤5条,2
0050854,北海道,札幌市,南区,常盤4条,2
0050853,北海道,札幌市,南区,常盤3条,2
0050852,北海道,札幌市,南区,常盤2条,2
0050851,北海道,札幌市,南区,常盤1条,2
0050850,北海道,札幌市,南区,石山東,2
0050849,北海道,札幌市,南区,石山,2
0050844,北海道,札幌市,南区,石山4条,2
0050843,北海道,札幌市,南区,石山3条,2
0050842,北海道,札幌市,南区,石山2条,2
0050841,北海道,札幌市,南区,石山1条,2
0050840,北海道,札幌市,南区,藤野（４００、４００−２番地）,3
0050832,北海道,札幌市,南区,北ノ沢,5
0050831,北海道,札幌市,南区,中ノ沢,5
0050830,北海道,札幌市,南区,砥石山,5
0050827,北海道,札幌市,南区,南沢,6
0050826,北海道,札幌市,南区,南沢6条,6
0050825,北海道,札幌市,南区,南沢5条,6
0050824,北海道,札幌市,南区,南沢4条,6
0050823,北海道,札幌市,南区,南沢3条,6
0050822,北海道,札幌市,南区,南沢2条,6
0050821,北海道,札幌市,南区,南沢1条,6
0050818,北海道,札幌市,南区,川沿18条,7
0050817,北海道,札幌市,南区,川沿17条,7
0050816,北海道,札幌市,南区,川沿16条,7
0050815,北海道,札幌市,南区,川沿15条,7
0050814,北海道,札幌市,南区,川沿14条,7
0050813,北海道,札幌市,南区,川沿13条,7
0050812,北海道,札幌市,南区,川沿12条,7
0050811,北海道,札幌市,南区,川沿11条,7
0050810,北海道,札幌市,南区,川沿1条,7
0050809,北海道,札幌市,南区,川沿9条,7
0050808,北海道,札幌市,南区,川沿8条,7
0050807,北海道,札幌市,南区,川沿7条,7
0050806,北海道,札幌市,南区,川沿6条,5
0050805,北海道,札幌市,南区,川沿5条,5
0050804,北海道,札幌市,南区,川沿4条,5
0050803,北海道,札幌市,南区,川沿3条,5
0050802,北海道,札幌市,南区,川沿2条,5
0050801,北海道,札幌市,南区,川沿1条,5
0050041,北海道,札幌市,南区,藻岩山,5
0050040,北海道,札幌市,南区,藻岩下,5
0050039,北海道,札幌市,南区,南39条西,5
0050038,北海道,札幌市,南区,南38条西,5
0050037,北海道,札幌市,南区,南37条西,5
0050036,北海道,札幌市,南区,南36条西,5
0050035,北海道,札幌市,南区,南35条西,5
0050034,北海道,札幌市,南区,南34条西,5
0050033,北海道,札幌市,南区,南33条西,5
0050032,北海道,札幌市,南区,南32条西,5
0050031,北海道,札幌市,南区,南31条西,5
0050030,北海道,札幌市,南区,南30条西（８丁目）,5
0050022,北海道,札幌市,南区,真駒内柏丘,1
0050021,北海道,札幌市,南区,真駒内本町,4
0050018,北海道,札幌市,南区,真駒内曙町,4
0050017,北海道,札幌市,南区,真駒内公園,1
0050016,北海道,札幌市,南区,真駒内南町,1
0050015,北海道,札幌市,南区,真駒内泉町,1
0050014,北海道,札幌市,南区,真駒内幸町,1
0050013,北海道,札幌市,南区,真駒内緑町,4
0050012,北海道,札幌市,南区,真駒内上町,4
0050011,北海道,札幌市,南区,真駒内東町,1
0050008,北海道,札幌市,南区,真駒内（１７番地）,1
0050007,北海道,札幌市,南区,澄川,1
0050006,北海道,札幌市,南区,澄川6条,1
0050005,北海道,札幌市,南区,澄川5条,1
0050004,北海道,札幌市,南区,澄川4条,1
0050003,北海道,札幌市,南区,澄川3条,1
0050002,北海道,札幌市,南区,澄川2条,1
0050001,北海道,札幌市,南区,澄川1条,1
0630870,北海道,札幌市,西区,八軒1条東,4
0630869,北海道,札幌市,西区,八軒9条東,4
0630868,北海道,札幌市,西区,八軒八条東,4
0630867,北海道,札幌市,西区,八軒7条東,4
0630866,北海道,札幌市,西区,八軒6条東,4
0630865,北海道,札幌市,西区,八軒5条東,4
0630864,北海道,札幌市,西区,八軒4条東,4
0630863,北海道,札幌市,西区,八軒3条東,4
0630862,北海道,札幌市,西区,八軒2条東,4
0630861,北海道,札幌市,西区,八軒1条東,4
0630850,北海道,札幌市,西区,八軒1条西,4
0630849,北海道,札幌市,西区,八軒9条西,4
0630848,北海道,札幌市,西区,八軒八条西,4
0630847,北海道,札幌市,西区,八軒7条西,4
0630846,北海道,札幌市,西区,八軒6条西,4
0630845,北海道,札幌市,西区,八軒5条西,4
0630844,北海道,札幌市,西区,八軒4条西,4
0630843,北海道,札幌市,西区,八軒3条西,4
0630842,北海道,札幌市,西区,八軒2条西,4
0630841,北海道,札幌市,西区,八軒1条西,4
0630837,北海道,札幌市,西区,発寒17条,1
0630836,北海道,札幌市,西区,発寒16条,1
0630835,北海道,札幌市,西区,発寒15条,1
0630834,北海道,札幌市,西区,発寒14条,1
0630833,北海道,札幌市,西区,発寒13条,1
0630832,北海道,札幌市,西区,発寒12条,1
0630831,北海道,札幌市,西区,発寒11条,1
0630830,北海道,札幌市,西区,発寒1条,1
0630829,北海道,札幌市,西区,発寒9条,1
0630828,北海道,札幌市,西区,発寒8条,1
0630827,北海道,札幌市,西区,発寒7条,1
0630826,北海道,札幌市,西区,発寒6条,1
0630825,北海道,札幌市,西区,発寒5条,1
0630824,北海道,札幌市,西区,発寒4条,1
0630823,北海道,札幌市,西区,発寒3条,1
0630822,北海道,札幌市,西区,発寒2条,1
0630821,北海道,札幌市,西区,発寒1条,1
0630814,北海道,札幌市,西区,琴似4条,1
0630813,北海道,札幌市,西区,琴似3条,1
0630812,北海道,札幌市,西区,琴似2条,1
0630811,北海道,札幌市,西区,琴似1条,1
0630804,北海道,札幌市,西区,二十四軒4条,1
0630803,北海道,札幌市,西区,二十四軒3条,1
0630802,北海道,札幌市,西区,二十四軒2条,1
0630801,北海道,札幌市,西区,二十四軒1条,1
0630062,北海道,札幌市,西区,西町南,3
0630061,北海道,札幌市,西区,西町北,3
0630059,北海道,札幌市,西区,宮の沢,3
0630054,北海道,札幌市,西区,宮の沢4条,3
0630053,北海道,札幌市,西区,宮の沢3条,3
0630052,北海道,札幌市,西区,宮の沢2条,3
0630051,北海道,札幌市,西区,宮の沢1条,3
0630049,北海道,札幌市,西区,西野,2
0630044,北海道,札幌市,西区,西野14条,2
0630043,北海道,札幌市,西区,西野13条,2
0630042,北海道,札幌市,西区,西野12条,2
0630041,北海道,札幌市,西区,西野11条,2
0630040,北海道,札幌市,西区,西野1条,2
0630039,北海道,札幌市,西区,西野9条,2
0630038,北海道,札幌市,西区,西野8条,2
0630037,北海道,札幌市,西区,西野7条,2
0630036,北海道,札幌市,西区,西野6条,2
0630035,北海道,札幌市,西区,西野5条,2
0630034,北海道,札幌市,西区,西野4条,2
0630033,北海道,札幌市,西区,西野3条,2
0630032,北海道,札幌市,西区,西野2条,2
0630031,北海道,札幌市,西区,西野1条,2
0630029,北海道,札幌市,西区,平和,2
0630023,北海道,札幌市,西区,平和3条,2
0630022,北海道,札幌市,西区,平和2条,2
0630021,北海道,札幌市,西区,平和1条,2
0630012,北海道,札幌市,西区,福井,2
0630011,北海道,札幌市,西区,小別沢,2
0630009,北海道,札幌市,西区,山の手,2
0630007,北海道,札幌市,西区,山の手7条,2
0630006,北海道,札幌市,西区,山の手6条,2
0630005,北海道,札幌市,西区,山の手5条,2
0630004,北海道,札幌市,西区,山の手4条,2
0630003,北海道,札幌市,西区,山の手3条,2
0630002,北海道,札幌市,西区,山の手2条,2
0630001,北海道,札幌市,西区,山の手1条,2
0060861,北海道,札幌市,手稲区,明日風,3
0060860,北海道,札幌市,手稲区,手稲山口,3
0060859,北海道,札幌市,手稲区,星置,3
0060853,北海道,札幌市,手稲区,星置3条,3
0060852,北海道,札幌市,手稲区,星置2条,3
0060851,北海道,札幌市,手稲区,星置1条,3
0060842,北海道,札幌市,手稲区,曙12条,3
0060841,北海道,札幌市,手稲区,曙11条,2
0060840,北海道,札幌市,手稲区,曙1条,2
0060839,北海道,札幌市,手稲区,曙9条,2
0060838,北海道,札幌市,手稲区,曙8条,2
0060837,北海道,札幌市,手稲区,曙7条,3
0060836,北海道,札幌市,手稲区,曙6条,2
0060835,北海道,札幌市,手稲区,曙5条,2
0060834,北海道,札幌市,手稲区,曙4条,2
0060833,北海道,札幌市,手稲区,曙3条,2
0060832,北海道,札幌市,手稲区,曙2条,2
0060831,北海道,札幌市,手稲区,曙1条,2
0060829,北海道,札幌市,手稲区,前田,2
0060823,北海道,札幌市,手稲区,前田13条,2
0060822,北海道,札幌市,手稲区,前田12条,2
0060821,北海道,札幌市,手稲区,前田11条,2
0060820,北海道,札幌市,手稲区,前田1条,2
0060819,北海道,札幌市,手稲区,前田9条,2
0060818,北海道,札幌市,手稲区,前田8条,2
0060817,北海道,札幌市,手稲区,前田7条,2
0060816,北海道,札幌市,手稲区,前田6条,2
0060815,北海道,札幌市,手稲区,前田5条,2
0060814,北海道,札幌市,手稲区,前田4条,2
0060813,北海道,札幌市,手稲区,前田3条,2
0060812,北海道,札幌市,手稲区,前田2条,2
0060811,北海道,札幌市,手稲区,前田1条,2
0060807,北海道,札幌市,手稲区,新発寒7条,2
0060806,北海道,札幌市,手稲区,新発寒6条,2
0060805,北海道,札幌市,手稲区,新発寒5条,2
0060804,北海道,札幌市,手稲区,新発寒4条,2
0060803,北海道,札幌市,手稲区,新発寒3条,2
0060802,北海道,札幌市,手稲区,新発寒2条,2
0060801,北海道,札幌市,手稲区,新発寒1条,2
0060050,北海道,札幌市,手稲区,星置南,3
0060049,北海道,札幌市,手稲区,手稲金山,3
0060043,北海道,札幌市,手稲区,金山3条,3
0060042,北海道,札幌市,手稲区,金山2条,3
0060041,北海道,札幌市,手稲区,金山1条,3
0060039,北海道,札幌市,手稲区,手稲稲穂,3
0060035,北海道,札幌市,手稲区,稲穂5条,3
0060034,北海道,札幌市,手稲区,稲穂4条,3
0060033,北海道,札幌市,手稲区,稲穂3条,3
0060032,北海道,札幌市,手稲区,稲穂2条,3
0060031,北海道,札幌市,手稲区,稲穂1条,3
0060029,北海道,札幌市,手稲区,手稲本町,1
0060026,北海道,札幌市,手稲区,手稲本町6条,1
0060025,北海道,札幌市,手稲区,手稲本町5条,1
0060024,北海道,札幌市,手稲区,手稲本町4条,1
0060023,北海道,札幌市,手稲区,手稲本町3条,1
0060022,北海道,札幌市,手稲区,手稲本町2条,1
0060021,北海道,札幌市,手稲区,手稲本町1条,1
0060019,北海道,札幌市,手稲区,富丘,1
0060016,北海道,札幌市,手稲区,富丘6条,1
0060015,北海道,札幌市,手稲区,富丘5条,1
0060014,北海道,札幌市,手稲区,富丘4条,1
0060013,北海道,札幌市,手稲区,富丘3条,1
0060012,北海道,札幌市,手稲区,富丘2条,1
0060011,北海道,札幌市,手稲区,富丘1条,1
0060009,北海道,札幌市,手稲区,西宮の沢,1
0060006,北海道,札幌市,手稲区,西宮の沢6条,1
0060005,北海道,札幌市,手稲区,西宮の沢5条,1
0060004,北海道,札幌市,手稲区,西宮の沢4条,1
0060003,北海道,札幌市,手稲区,西宮の沢3条,1
0060002,北海道,札幌市,手稲区,西宮の沢2条,1
0060001,北海道,札幌市,手稲区,西宮の沢1条,1
